channel,band,comparison,beta,p,p_fdr,significant
CP6,Theta,ADHD vs TD,0.09898707829118297,0.3271659590522765,0.9999999352048242,False
CP6,Theta,COM vs TD,0.09226779975235973,0.3469802316422782,0.9999999352048242,False
CP6,Alpha,ADHD vs TD,0.009863748585136565,0.9343549038349973,0.9999999352048242,False
CP6,Alpha,COM vs TD,0.03926603704002783,0.7356372054775395,0.9999999352048242,False
CP6,Beta,ADHD vs TD,0.08567698552330266,0.5279271979199058,0.9999999352048242,False
CP6,Beta,COM vs TD,0.09742601575356374,0.4598555761158366,0.9999999352048242,False
CP6,Gamma,ADHD vs TD,0.16324632034339975,0.39991906946018907,0.9999999352048242,False
CP6,Gamma,COM vs TD,0.1185363389155593,0.5290899448423576,0.9999999352048242,False
CPz,Delta,ADHD vs TD,0.5703830760434552,0.9999996391865209,0.9999999352048242,False
CPz,Delta,COM vs TD,-2.4629843908659406,0.9999983708699521,0.9999999352048242,False
CPz,Theta,ADHD vs TD,0.013007633965438711,0.8980280031909158,0.9999999352048242,False
CPz,Theta,COM vs TD,-0.021676596912215483,0.8259471748865611,0.9999999352048242,False
CPz,Alpha,ADHD vs TD,-0.03559523464444926,0.8285741577514389,0.9999999352048242,False
CPz,Alpha,COM vs TD,-0.050566828174659094,0.751433528436454,0.9999999352048242,False
CPz,Beta,ADHD vs TD,-0.06463462775796107,0.5019863629865979,0.9999999352048242,False
CPz,Beta,COM vs TD,-0.057022957057637304,0.5419101343446154,0.9999999352048242,False
CPz,Gamma,ADHD vs TD,2.6314465408805,0.9999980388345253,0.9999999352048242,False
CPz,Gamma,COM vs TD,3.9467573460536345,0.9999969243416916,0.9999999352048242,False
Cz,Delta,ADHD vs TD,0.21657261617348805,0.08359481511299183,0.9999999352048242,False
Cz,Delta,COM vs TD,0.03894195412848371,0.7557266310252163,0.9999999352048242,False
Cz,Theta,ADHD vs TD,0.2038470143247759,0.13354549598950552,0.9999999352048242,False
Cz,Theta,COM vs TD,0.0012143042335069378,0.9928695809424039,0.9999999352048242,False
Cz,Alpha,ADHD vs TD,-0.02796141667417963,0.8674345799116165,0.9999999352048242,False
Cz,Alpha,COM vs TD,-0.06858021377825552,0.6822547437863509,0.9999999352048242,False
Cz,Beta,ADHD vs TD,-0.04555569076503607,0.6906824446171914,0.9999999352048242,False
Cz,Beta,COM vs TD,-0.11515519859295711,0.31448120146981595,0.9999999352048242,False
Cz,Gamma,ADHD vs TD,0.12181608914199138,0.32461321215292294,0.9999999352048242,False
Cz,Gamma,COM vs TD,-0.15293582322354937,0.2162297859811404,0.9999999352048242,False
F1,Delta,ADHD vs TD,0.18762507135898213,0.21642439002200686,0.9999999352048242,False
