subject_id,n_epochs,n_channels,sfreq,n_times,tmin,tmax,duration
006,23,59,500.0,5000,0.0,9.998,9.998
068,23,59,500.0,5000,0.0,9.998,9.998
079,28,59,500.0,5000,0.0,9.998,9.998
093,26,59,500.0,5000,0.0,9.998,9.998
108,23,59,500.0,5000,0.0,9.998,9.998
109,19,59,500.0,5000,0.0,9.998,9.998
127,17,59,500.0,5000,0.0,9.998,9.998
133,24,59,500.0,5000,0.0,9.998,9.998
